CCAA,FECHA,CASOS,Hospitalizados,UCI,Fallecidos,Recuperados
AN,27/04/2020,67.9712,30.3024,36.8471,79.4047,76.9876
AN,28/04/2020,69.3828,38.2307,18.3457,80.102,82.1294
AN,29/04/2020,72.1144,3.7024,52.4193,77.7658,82.5215
AN,30/04/2020,78.447,7.9788,9.0789,77.2369,82.7495
AN,01/05/2020,86.8447,32.3292,44.3788,78.0374,82.7989
AN,02/05/2020,87.7682,21.0743,7.9986,78.1126,82.8359
AN,03/05/2020,98.6899,33.2672,75.8356,77.9959,82.8416
AR,27/04/2020,70.1418,64.1577,110.1709,74.4306,57.5948
AR,28/04/2020,66.7279,53.5723,68.9677,72.6386,65.9256
AR,29/04/2020,101.1862,39.0695,98.9542,84.7545,59.9358
AR,30/04/2020,22.6492,22.946,68.3584,86.1592,62.1316
AR,01/05/2020,58.9265,59.9286,100.0673,78.078,59.508
AR,02/05/2020,52.2471,33.5034,68.5764,78.3295,60.4157
AR,03/05/2020,71.4035,40.2261,99.7928,82.061,60.4536
AS,27/04/2020,87.8729,72.9399,79.6776,73.2001,91.8352
AS,28/04/2020,70.7962,90.2075,84.8837,74.892,137.3258
AS,29/04/2020,96.7828,97.0034,82.4002,88.2634,104.5048
AS,30/04/2020,62.1046,114.1486,76.8547,79.888,93.9189
AS,01/05/2020,123.4819,127.2311,73.2966,91.0862,93.9684
AS,02/05/2020,100.8186,129.9345,77.9628,81.6459,94.0704
AS,03/05/2020,90.3018,120.1823,82.1241,91.0893,94.0709
IB,27/04/2020,102.5843,73.5707,55.9409,65.575,55.0249
IB,28/04/2020,73.7028,86.2177,69.7269,67.0713,57.9191
IB,29/04/2020,109.3377,101.0025,50.1812,65.3449,71.5115
IB,30/04/2020,105.1797,101.6448,47.7796,67.3164,61.7195
IB,01/05/2020,106.6787,101.6144,51.8575,65.162,57.4311
IB,02/05/2020,106.2547,101.6107,51.7017,67.714,60.1824
IB,03/05/2020,106.3481,101.6108,56.8905,64.9725,71.0659
CN,27/04/2020,56.5551,50.4547,80.1753,46.5127,56.805
CN,28/04/2020,62.146,71.0084,52.346,31.7454,14.9741
CN,29/04/2020,64.5612,0,120.8005,88.4045,23.2485
CN,30/04/2020,62.4492,45.1683,75.8918,60.1198,10.6767
CN,01/05/2020,63.3314,38.316,215.6081,74.2979,52.1758
CN,02/05/2020,64.0613,48.268,64.6586,61.0808,0
CN,03/05/2020,62.3956,39.8788,66.6891,38.4692,54.5815
CB,27/04/2020,50.0817,86.7287,73.3524,58.2696,76.7583
CB,28/04/2020,75.0202,121.4931,77.9824,46.231,77.7278
CB,29/04/2020,50.9045,107.14,74.5952,31.9301,77.723
CB,30/04/2020,57.887,145.6641,78.8222,11.3574,77.7198
CB,01/05/2020,83.0818,123.7218,74.341,7.444,77.7198
CB,02/05/2020,64.0654,145.6366,80.3345,9.1604,77.7198
CB,03/05/2020,25.3823,144.9552,74.3496,9.0203,77.7198
CM,27/04/2020,56.7711,66.7483,53.4601,48.6997,70.1431
CM,28/04/2020,57.4983,66.5601,39.9326,12.9878,66.3749
CM,29/04/2020,57.5768,66.0188,22.731,0,80.6171
CM,30/04/2020,57.6859,64.6532,0,86.2014,65.9311
CM,01/05/2020,57.7112,61.3853,17.7357,14.0123,106.0895
CM,02/05/2020,57.7301,56.0084,0,0,51.4863
CM,03/05/2020,57.7362,52.9864,0,46.1395,114.3672
CL,27/04/2020,66.0189,10.2861,73.5559,56.9877,57.5695
CL,28/04/2020,60.9195,24.6399,80.2966,63.2504,62.181
CL,29/04/2020,47.7645,25.2276,81.8226,38.5994,53.0259
CL,30/04/2020,45.3484,23.3596,87.1113,18.025,65.8152
CL,01/05/2020,54.5639,21.8515,85.3999,29.873,57.4229
CL,02/05/2020,63.0089,18.9969,96.4442,20.6144,61.1642
CL,03/05/2020,69.7117,22.9759,83.6782,59.1128,53.0298
CT,27/04/2020,64.6788,61.9146,70.9506,61.4541,65.749
CT,28/04/2020,64.1394,65.7743,71.4542,71.9167,62.7952
CT,29/04/2020,64.0145,61.6269,77.5325,59.704,60.9379
CT,30/04/2020,63.9648,65.3555,81.0082,86.7799,62.6142
CT,01/05/2020,63.9468,61.6574,86.7891,71.341,67.3378
CT,02/05/2020,63.9398,65.047,92.0935,85.4985,70.6593
CT,03/05/2020,63.9372,61.724,91.6467,62.2782,68.6117
CE,27/04/2020,100.492,111.8831,59.4536,45.9998,74.1517
CE,28/04/2020,39.7186,81.2645,40.3512,0,77.0859
CE,29/04/2020,85.3408,112.7698,19.4795,0,81.2377
CE,30/04/2020,0,112.6434,2.8378,23.9227,79.7193
CE,01/05/2020,56.4056,116.2449,0,69.5835,89.8541
CE,02/05/2020,0,116.244,0,74.9902,76.9026
CE,03/05/2020,0,116.245,31.6834,48.5871,115.5886
VC,27/04/2020,59.9279,94.6508,67.6236,27.7479,45.2721
VC,28/04/2020,56.5841,85.0638,66.8209,0,131.5832
VC,29/04/2020,53.4791,96.0259,58.1907,0,0
VC,30/04/2020,56.9805,95.1402,9.0052,38.585,128.2856
VC,01/05/2020,62.1039,96.4312,45.5653,72.2324,0
VC,02/05/2020,59.1643,96.0019,52.5204,168.5302,122.0706
VC,03/05/2020,55.6479,96.3817,99.6727,161.7861,0
EX,27/04/2020,55.5425,68.3158,71.0875,63.7898,37.5342
EX,28/04/2020,62.9251,68.5002,78.0411,73.1049,0
EX,29/04/2020,63.6583,70.2481,81.8788,57.2354,0
EX,30/04/2020,60.9975,68.3377,78.1286,120.857,0
EX,01/05/2020,64.1618,71.4281,58.0211,20.6315,0
EX,02/05/2020,60.5834,67.1016,0,83.6825,3.9457
EX,03/05/2020,63.9871,71.9012,56.948,0,3.397
GA,27/04/2020,66.3504,126.8754,59.3214,66.4116,40.1777
GA,28/04/2020,61.1633,51.2243,82.9389,66.9896,61.0121
GA,29/04/2020,45.8569,132.7456,50.0666,66.5698,70.0334
GA,30/04/2020,0,50.3149,72.6425,66.9288,55.7063
GA,01/05/2020,0,132.3889,33.0653,66.653,44.9801
GA,02/05/2020,27.2735,50.0505,15.3603,66.8802,45.2986
GA,03/05/2020,71.8312,132.3026,35.9788,66.7023,36.9532
MD,27/04/2020,5.2149,54.5553,86.2251,70.1934,96.8712
MD,28/04/2020,0,100.3555,64.6582,72.8774,91.4934
MD,29/04/2020,44.8091,98.285,97.3008,73.606,114.9684
MD,30/04/2020,51.4953,40.2787,58.5498,72.5668,94.8148
MD,01/05/2020,73.0233,116.1683,83.0723,72.1592,126.9465
MD,02/05/2020,11.373,35.4989,56.8292,72.5857,88.3625
MD,03/05/2020,0,107.6016,95.7307,72.7389,53.487
ML,27/04/2020,57.8182,28.6011,64.8189,69.7062,49.2246
ML,28/04/2020,4.4212,127.9499,58.2176,69.6319,49.6902
ML,29/04/2020,0,0,56.7103,72.8937,59.8578
ML,30/04/2020,0,127.1124,64.8634,71.0338,74.2037
ML,01/05/2020,0,0,66.6659,78.876,64.7259
ML,02/05/2020,0,126.7068,65.7377,66.5757,43.2156
ML,03/05/2020,118.5039,0,61.1307,93.8815,44.4249
MC,27/04/2020,69.67,58.1614,74.2194,66.7348,69.4971
MC,28/04/2020,70.4997,55.7706,76.8306,67.0979,72.5925
MC,29/04/2020,71.7485,62.0633,69.1925,67.0618,74.5719
MC,30/04/2020,71.9601,81.9436,84.5824,67.1991,76.3964
MC,01/05/2020,72.1667,122.3035,72.5544,67.2096,77.8135
MC,02/05/2020,72.1948,115.4507,90.5221,67.2645,79.1884
MC,03/05/2020,72.2175,104.0697,71.8056,67.2782,80.1473
NC,27/04/2020,65.7659,79.9196,0,62.5207,83.5186
NC,28/04/2020,64.1804,103.7505,71.6429,54.2315,70.7236
NC,29/04/2020,64.8869,121.0715,25.0164,46.9864,70.0976
NC,30/04/2020,66.5363,113.4079,37.6425,32.0975,84.4578
NC,01/05/2020,66.5183,55.3509,1.7499,28.738,69.2579
NC,02/05/2020,65.0653,0,126.4337,32.5039,65.3075
NC,03/05/2020,64.4555,0,0,33.07,82.5345
PV,27/04/2020,60.674,0,46.5151,64.432,60.9266
PV,28/04/2020,60.3659,185.5593,0,71.0866,31.842
PV,29/04/2020,60.212,0,0,65.6171,9.0437
PV,30/04/2020,60.0028,223.3494,153.2428,74.635,66.5957
PV,01/05/2020,59.98,0,20.0444,72.4139,93.2422
PV,02/05/2020,59.776,238.9213,0,64.3374,96.476
PV,03/05/2020,59.8874,0,17.0614,81.8746,44.8955
RI,27/04/2020,76.4935,54.3071,52.3024,60.6732,31.7534
RI,28/04/2020,44.6569,60.0856,42.4731,53.3399,71.2604
RI,29/04/2020,77.9447,61.3158,58.3479,28.8844,84.1561
RI,30/04/2020,11.2866,62.0003,76.5265,48.2253,13.6306
RI,01/05/2020,0,61.1256,48.4617,28.722,30.9871
RI,02/05/2020,0,60.5999,2.5049,35.2604,23.4037
RI,03/05/2020,0,61.5372,14.1777,35.741,48.6806
